difficulty,metric_name,true_k,k,metric_value,is_optimal,is_correct,dataset_id
0,ari_stability,3,2,0.6291459074176037,False,False,0
0,ari_stability,3,3,1.0,True,True,0
0,ari_stability,3,4,0.8067032017108984,False,False,0
0,ari_stability,3,5,0.9638888641274912,False,False,0
0,ari_stability,3,6,0.9248116580131266,False,False,0
0,ari_stability,3,7,0.8721158396899825,False,False,0
0,ari_generalizability,3,2,0.4469079386358283,False,False,0
0,ari_generalizability,3,3,1.0,True,True,0
0,ari_generalizability,3,4,0.6665530970313511,False,False,0
0,ari_generalizability,3,5,0.9170052819105129,False,False,0
0,ari_generalizability,3,6,0.8689186915126272,False,False,0
0,ari_generalizability,3,7,0.798387224811264,False,False,0
0,ari_stability_1se,3,2,0.6291459074176037,False,False,0
0,ari_stability_1se,3,3,1.0,True,True,0
0,ari_stability_1se,3,4,0.8067032017108984,False,False,0
0,ari_stability_1se,3,5,0.9638888641274912,False,False,0
0,ari_stability_1se,3,6,0.9248116580131266,False,False,0
0,ari_stability_1se,3,7,0.8721158396899825,False,False,0
0,ari_generalizability_1se,3,2,0.4469079386358283,False,False,0
0,ari_generalizability_1se,3,3,1.0,True,True,0
0,ari_generalizability_1se,3,4,0.6665530970313511,False,False,0
0,ari_generalizability_1se,3,5,0.9170052819105129,False,False,0
0,ari_generalizability_1se,3,6,0.8689186915126272,False,False,0
0,ari_generalizability_1se,3,7,0.798387224811264,False,False,0
0,consensus_pac_stability,3,2,0.5556072144288577,False,False,0
0,consensus_pac_stability,3,3,1.0,True,True,0
0,consensus_pac_stability,3,4,0.7454428857715432,False,False,0
0,consensus_pac_stability,3,5,0.9361442885771543,False,False,0
0,consensus_pac_stability,3,6,0.9199118236472946,False,False,0
0,consensus_pac_stability,3,7,0.9058276553106213,False,False,0
0,silhouette,3,2,0.5113151919093406,False,False,0
0,silhouette,3,3,0.6150728282064534,True,True,0
0,silhouette,3,4,0.47374690399864416,False,False,0
0,silhouette,3,5,0.4448700117142179,False,False,0
0,silhouette,3,6,0.5460577616760783,False,False,0
0,silhouette,3,7,0.49130841128349423,False,False,0
0,gap,3,2,0.41327553039383513,False,False,0
0,gap,3,3,0.7820522797556215,False,True,0
0,gap,3,4,0.6895879970370178,False,False,0
0,gap,3,5,0.7717080845527606,False,False,0
0,gap,3,6,1.0912605837887694,True,False,0
0,gap,3,7,1.0481241366524534,False,False,0
