difficulty,metric_name,true_k,k,metric_value,is_optimal,is_correct,dataset_id
0,ari_stability,3,2,1.0,True,False,0
0,ari_stability,3,3,0.9447988612218807,False,True,0
0,ari_stability,3,4,0.8820466967691865,False,False,0
0,ari_stability,3,5,0.8587182725525766,False,False,0
0,ari_stability,3,6,0.9728994000601229,False,False,0
0,ari_stability,3,7,0.9316388535223833,False,False,0
0,ari_generalizability,3,2,1.0,True,False,0
0,ari_generalizability,3,3,0.8979178402625007,False,True,0
0,ari_generalizability,3,4,0.8077016379119292,False,False,0
0,ari_generalizability,3,5,0.7719654237410103,False,False,0
0,ari_generalizability,3,6,0.9442884072415084,False,False,0
0,ari_generalizability,3,7,0.8583188049355528,False,False,0
0,ari_stability_1se,3,2,1.0,True,False,0
0,ari_stability_1se,3,3,0.9447988612218807,False,True,0
0,ari_stability_1se,3,4,0.8820466967691865,False,False,0
0,ari_stability_1se,3,5,0.8587182725525766,False,False,0
0,ari_stability_1se,3,6,0.9728994000601229,False,False,0
0,ari_stability_1se,3,7,0.9316388535223833,False,False,0
0,ari_generalizability_1se,3,2,1.0,True,False,0
0,ari_generalizability_1se,3,3,0.8979178402625007,False,True,0
0,ari_generalizability_1se,3,4,0.8077016379119292,False,False,0
0,ari_generalizability_1se,3,5,0.7719654237410103,False,False,0
0,ari_generalizability_1se,3,6,0.9442884072415084,False,False,0
0,ari_generalizability_1se,3,7,0.8583188049355528,False,False,0
0,consensus_pac_stability,3,2,1.0,True,False,0
0,consensus_pac_stability,3,3,0.9202164328657314,False,True,0
0,consensus_pac_stability,3,4,0.862997995991984,False,False,0
0,consensus_pac_stability,3,5,0.814316633266533,False,False,0
0,consensus_pac_stability,3,6,0.9774268537074148,False,False,0
0,consensus_pac_stability,3,7,0.945683366733467,False,False,0
0,silhouette,3,2,0.35856123453113625,False,False,0
0,silhouette,3,3,0.4412451532309648,False,True,0
0,silhouette,3,4,0.5058223382161502,False,False,0
0,silhouette,3,5,0.5718219399385118,False,False,0
