difficulty,metric_name,true_k,k,metric_value,is_optimal,is_correct,dataset_id
0,ari_stability,3,2,1.0,True,False,0
0,ari_stability,3,3,1.0,False,True,0
0,ari_stability,3,4,0.9399320118613359,False,False,0
0,ari_stability,3,5,0.9131003993546081,False,False,0
0,ari_stability,3,6,0.9510187206306757,False,False,0
0,ari_stability,3,7,0.9181362535164669,False,False,0
0,ari_generalizability,3,2,1.0,True,False,0
0,ari_generalizability,3,3,1.0,False,True,0
0,ari_generalizability,3,4,0.8691725719742209,False,False,0
0,ari_generalizability,3,5,0.8439566061278128,False,False,0
0,ari_generalizability,3,6,0.922900016492241,False,False,0
0,ari_generalizability,3,7,0.8377037265411466,False,False,0
0,ari_stability_1se,3,2,1.0,False,False,0
0,ari_stability_1se,3,3,1.0,True,True,0
0,ari_stability_1se,3,4,0.9399320118613359,False,False,0
0,ari_stability_1se,3,5,0.9131003993546081,False,False,0
0,ari_stability_1se,3,6,0.9510187206306757,False,False,0
0,ari_stability_1se,3,7,0.9181362535164669,False,False,0
0,ari_generalizability_1se,3,2,1.0,False,False,0
0,ari_generalizability_1se,3,3,1.0,True,True,0
0,ari_generalizability_1se,3,4,0.8691725719742209,False,False,0
0,ari_generalizability_1se,3,5,0.8439566061278128,False,False,0
0,ari_generalizability_1se,3,6,0.922900016492241,False,False,0
0,ari_generalizability_1se,3,7,0.8377037265411466,False,False,0
0,consensus_pac_stability,3,2,1.0,True,False,0
0,consensus_pac_stability,3,3,1.0,False,True,0
0,consensus_pac_stability,3,4,0.8667655310621243,False,False,0
0,consensus_pac_stability,3,5,0.8805931863727455,False,False,0
0,consensus_pac_stability,3,6,0.9654509018036073,False,False,0
0,consensus_pac_stability,3,7,0.9227174348697395,False,False,0
0,silhouette,3,2,0.38659871482764824,False,False,0
0,silhouette,3,3,0.48419055450265147,False,True,0
0,silhouette,3,4,0.5291210318711717,False,False,0
0,silhouette,3,5,0.5789298866688878,False,False,0
0,silhouette,3,6,0.5799539343071533,False,False,0
0,silhouette,3,7,0.5858509947786035,True,False,0
0,gap,3,2,0.24566137679386824,False,False,0
0,gap,3,3,0.48843002812903435,False,True,0
0,gap,3,4,0.6676045127534271,False,False,0
0,gap,3,5,0.8669670400532281,False,False,0
0,gap,3,6,1.0357151760801946,False,False,0
0,gap,3,7,1.1438381168723692,True,False,0
0,ari_stability,4,2,0.6775891775623194,False,False,0
0,ari_stability,4,3,1.0,True,False,0
0,ari_stability,4,4,1.0,False,True,0
0,ari_stability,4,5,0.9480299560101889,False,False,0
0,ari_stability,4,6,0.9381674519106576,False,False,0
0,ari_stability,4,7,0.94574628390232,False,False,0
0,ari_generalizability,4,2,0.4589254958639129,False,False,0
0,ari_generalizability,4,3,1.0,True,False,0
0,ari_generalizability,4,4,0.9998627074929228,False,True,0
0,ari_generalizability,4,5,0.8930746068046403,False,False,0
0,ari_generalizability,4,6,0.8780754314696252,False,False,0
0,ari_generalizability,4,7,0.8854834242686936,False,False,0
0,ari_stability_1se,4,2,0.6775891775623194,False,False,0
0,ari_stability_1se,4,3,1.0,False,False,0
0,ari_stability_1se,4,4,1.0,True,True,0
0,ari_stability_1se,4,5,0.9480299560101889,False,False,0
0,ari_stability_1se,4,6,0.9381674519106576,False,False,0
0,ari_stability_1se,4,7,0.94574628390232,False,False,0
0,ari_generalizability_1se,4,2,0.4589254958639129,False,False,0
0,ari_generalizability_1se,4,3,1.0,True,False,0
0,ari_generalizability_1se,4,4,0.9998627074929228,False,True,0
0,ari_generalizability_1se,4,5,0.8930746068046403,False,False,0
0,ari_generalizability_1se,4,6,0.8780754314696252,False,False,0
0,ari_generalizability_1se,4,7,0.8854834242686936,False,False,0
0,consensus_pac_stability,4,2,0.624248496993988,False,False,0
0,consensus_pac_stability,4,3,1.0,True,False,0
0,consensus_pac_stability,4,4,1.0,False,True,0
0,consensus_pac_stability,4,5,0.9484569138276553,False,False,0
0,consensus_pac_stability,4,6,0.9418677354709419,False,False,0
