difficulty,metric_name,true_k,k,metric_value,is_optimal,is_correct,dataset_id
0,ari_stability,3,2,0.9701515280714481,False,False,0
0,ari_stability,3,3,0.9794077722763492,True,True,0
0,ari_stability,3,4,0.7615426174120014,False,False,0
0,ari_stability,3,5,0.7327052381077438,False,False,0
0,ari_stability,3,6,0.7664959823273177,False,False,0
0,ari_stability,3,7,0.7322733648898172,False,False,0
0,ari_generalizability,3,2,0.9135193945485198,False,False,0
0,ari_generalizability,3,3,0.9612107599868043,True,True,0
0,ari_generalizability,3,4,0.6170264513555739,False,False,0
0,ari_generalizability,3,5,0.5759340438944777,False,False,0
0,ari_generalizability,3,6,0.6597548523243003,False,False,0
0,ari_generalizability,3,7,0.6003895225659113,False,False,0
0,ari_stability_1se,3,2,0.9701515280714481,False,False,0
0,ari_stability_1se,3,3,0.9794077722763492,True,True,0
0,ari_stability_1se,3,4,0.7615426174120014,False,False,0
0,ari_stability_1se,3,5,0.7327052381077438,False,False,0
0,ari_stability_1se,3,6,0.7664959823273177,False,False,0
0,ari_stability_1se,3,7,0.7322733648898172,False,False,0
0,ari_generalizability_1se,3,2,0.9135193945485198,False,False,0
0,ari_generalizability_1se,3,3,0.9612107599868043,True,True,0
0,ari_generalizability_1se,3,4,0.6170264513555739,False,False,0
0,ari_generalizability_1se,3,5,0.5759340438944777,False,False,0
0,ari_generalizability_1se,3,6,0.6597548523243003,False,False,0
0,ari_generalizability_1se,3,7,0.6003895225659113,False,False,0
0,consensus_pac_stability,3,2,0.9547094188376753,False,False,0
0,consensus_pac_stability,3,3,0.9562084168336673,True,True,0
0,consensus_pac_stability,3,4,0.6925851703406813,False,False,0
0,consensus_pac_stability,3,5,0.7111503006012023,False,False,0
0,consensus_pac_stability,3,6,0.8221322645290581,False,False,0
0,consensus_pac_stability,3,7,0.8011943887775551,False,False,0
0,silhouette,3,2,0.44970626126739466,False,False,0
0,silhouette,3,3,0.5227423682746151,True,True,0
0,silhouette,3,4,0.41227510249011895,False,False,0
0,silhouette,3,5,0.4174908339390115,False,False,0
0,silhouette,3,6,0.3660521651103124,False,False,0
0,silhouette,3,7,0.3975124719335805,False,False,0
0,gap,3,2,0.22699380179989248,False,False,0
0,gap,3,3,0.47863670993379426,False,True,0
0,gap,3,4,0.5112715718074323,False,False,0
0,gap,3,5,0.5809165059168953,False,False,0
0,gap,3,6,0.6118308179092038,False,False,0
0,gap,3,7,0.73818252294061,True,False,0
0,ari_stability,4,2,0.5934169790117257,False,False,0
0,ari_stability,4,3,0.8192640242841521,False,False,0
0,ari_stability,4,4,1.0,True,True,0
0,ari_stability,4,5,0.8344953282883939,False,False,0
0,ari_stability,4,6,0.7517153999659685,False,False,0
0,ari_stability,4,7,0.6991401128265791,False,False,0
0,ari_generalizability,4,2,0.4171635285076112,False,False,0
0,ari_generalizability,4,3,0.6716226048843517,False,False,0
0,ari_generalizability,4,4,1.0,True,True,0
0,ari_generalizability,4,5,0.743242956626209,False,False,0
0,ari_generalizability,4,6,0.602449118826389,False,False,0
0,ari_generalizability,4,7,0.5700051651473593,False,False,0
0,ari_stability_1se,4,2,0.5934169790117257,False,False,0
0,ari_stability_1se,4,3,0.8192640242841521,False,False,0
0,ari_stability_1se,4,4,1.0,True,True,0
0,ari_stability_1se,4,5,0.8344953282883939,False,False,0
0,ari_stability_1se,4,6,0.7517153999659685,False,False,0
0,ari_stability_1se,4,7,0.6991401128265791,False,False,0
0,ari_generalizability_1se,4,2,0.4171635285076112,False,False,0
0,ari_generalizability_1se,4,3,0.6716226048843517,False,False,0
0,ari_generalizability_1se,4,4,1.0,True,True,0
0,ari_generalizability_1se,4,5,0.743242956626209,False,False,0
0,ari_generalizability_1se,4,6,0.602449118826389,False,False,0
0,ari_generalizability_1se,4,7,0.5700051651473593,False,False,0
0,consensus_pac_stability,4,2,0.419623246492986,False,False,0
0,consensus_pac_stability,4,3,0.7261803607214429,False,False,0
0,consensus_pac_stability,4,4,1.0,True,True,0
0,consensus_pac_stability,4,5,0.8402805611222445,False,False,0
0,consensus_pac_stability,4,6,0.7894749498997996,False,False,0
0,consensus_pac_stability,4,7,0.7779799599198397,False,False,0
0,silhouette,4,2,0.35573725175393844,False,False,0
0,silhouette,4,3,0.4635985038307919,False,False,0
0,silhouette,4,4,0.5762964161551208,True,True,0
0,silhouette,4,5,0.46496387989851246,False,False,0
0,silhouette,4,6,0.4116915660090773,False,False,0
0,silhouette,4,7,0.3067914849273747,False,False,0
0,gap,4,2,0.23635269330965336,False,False,0
0,gap,4,3,0.47734617760696185,False,False,0
0,gap,4,4,0.8052864489862035,True,True,0
0,gap,4,5,0.644328895803782,False,False,0
0,gap,4,6,0.784757123164459,False,False,0
0,gap,4,7,0.5925755604806682,False,False,0
0,ari_stability,5,2,0.8596996609036625,False,False,0
0,ari_stability,5,3,0.8988941883982194,False,False,0
0,ari_stability,5,4,0.9210268648966007,False,False,0
0,ari_stability,5,5,0.9614935900447561,True,True,0
0,ari_stability,5,6,0.8424729087544981,False,False,0
0,ari_stability,5,7,0.8235345038886771,False,False,0
0,ari_generalizability,5,2,0.6910367281003994,False,False,0
0,ari_generalizability,5,3,0.8264614144982622,False,False,0
0,ari_generalizability,5,4,0.8444258624001266,False,False,0
0,ari_generalizability,5,5,0.95367545532371,True,True,0
0,ari_generalizability,5,6,0.7789807874344882,False,False,0
0,ari_generalizability,5,7,0.6817832129602163,False,False,0
0,ari_stability_1se,5,2,0.8596996609036625,False,False,0
0,ari_stability_1se,5,3,0.8988941883982194,False,False,0
0,ari_stability_1se,5,4,0.9210268648966007,False,False,0
0,ari_stability_1se,5,5,0.9614935900447561,True,True,0
0,ari_stability_1se,5,6,0.8424729087544981,False,False,0
0,ari_stability_1se,5,7,0.8235345038886771,False,False,0
0,ari_generalizability_1se,5,2,0.6910367281003994,False,False,0
0,ari_generalizability_1se,5,3,0.8264614144982622,False,False,0
0,ari_generalizability_1se,5,4,0.8444258624001266,False,False,0
0,ari_generalizability_1se,5,5,0.95367545532371,True,True,0
0,ari_generalizability_1se,5,6,0.7789807874344882,False,False,0
0,ari_generalizability_1se,5,7,0.6817832129602163,False,False,0
0,consensus_pac_stability,5,2,0.7349338677354709,False,False,0
0,consensus_pac_stability,5,3,0.8086733466933868,False,False,0
0,consensus_pac_stability,5,4,0.8259719438877755,False,False,0
0,consensus_pac_stability,5,5,0.9667975951903808,True,True,0
0,consensus_pac_stability,5,6,0.8669819639278558,False,False,0
0,consensus_pac_stability,5,7,0.8495230460921843,False,False,0
0,silhouette,5,2,0.3005924916387693,False,False,0
0,silhouette,5,3,0.39638644659296635,False,False,0
0,silhouette,5,4,0.4578641334328106,False,False,0
0,silhouette,5,5,0.555739327725136,True,True,0
0,silhouette,5,6,0.46723417034442405,False,False,0
0,silhouette,5,7,0.4182460651230202,False,False,0
0,gap,5,2,0.179656054285525,False,False,0
0,gap,5,3,0.3514243924346383,False,False,0
0,gap,5,4,0.434983537554241,False,False,0
0,gap,5,5,0.6649907370492967,False,True,0
0,gap,5,6,0.7188954377666006,True,False,0
0,gap,5,7,0.6667115410540108,False,False,0
0,ari_stability,6,2,0.7782848990957697,False,False,0
0,ari_stability,6,3,0.7949298877377546,False,False,0
0,ari_stability,6,4,0.9347189468876271,False,False,0
0,ari_stability,6,5,0.9445127233848014,False,False,0
0,ari_stability,6,6,1.0,True,True,0
0,ari_stability,6,7,0.9616764355497933,False,False,0
0,ari_generalizability,6,2,0.6345372566398083,False,False,0
0,ari_generalizability,6,3,0.6205185902084197,False,False,0
0,ari_generalizability,6,4,0.823290531112706,False,False,0
0,ari_generalizability,6,5,0.8862563704243331,False,False,0
0,ari_generalizability,6,6,0.9995416695574716,True,True,0
0,ari_generalizability,6,7,0.8843552186207698,False,False,0
0,ari_stability_1se,6,2,0.7782848990957697,False,False,0
0,ari_stability_1se,6,3,0.7949298877377546,False,False,0
0,ari_stability_1se,6,4,0.9347189468876271,False,False,0
0,ari_stability_1se,6,5,0.9445127233848014,False,False,0
0,ari_stability_1se,6,6,1.0,True,True,0
