difficulty,metric_name,true_k,k,metric_value,is_optimal,is_correct,dataset_id
0,ari_stability,3,2,0.9550320488805987,False,False,0
0,ari_stability,3,3,1.0,True,True,0
0,ari_stability,3,4,0.8813307461210442,False,False,0
0,ari_stability,3,5,0.8666809851336462,False,False,0
0,ari_stability,3,6,0.6378680315559458,False,False,0
0,ari_stability,3,7,0.6564277097664593,False,False,0
0,ari_generalizability,3,2,0.8991706438416933,False,False,0
0,ari_generalizability,3,3,1.0,True,True,0
0,ari_generalizability,3,4,0.7888597421974508,False,False,0
0,ari_generalizability,3,5,0.762828214462748,False,False,0
0,ari_generalizability,3,6,0.5102103351390478,False,False,0
0,ari_generalizability,3,7,0.5341631985226248,False,False,0
0,ari_stability_1se,3,2,0.9550320488805987,False,False,0
0,ari_stability_1se,3,3,1.0,True,True,0
0,ari_stability_1se,3,4,0.8813307461210442,False,False,0
0,ari_stability_1se,3,5,0.8666809851336462,False,False,0
0,ari_stability_1se,3,6,0.6378680315559458,False,False,0
0,ari_stability_1se,3,7,0.6564277097664593,False,False,0
0,ari_generalizability_1se,3,2,0.8991706438416933,False,False,0
0,ari_generalizability_1se,3,3,1.0,True,True,0
0,ari_generalizability_1se,3,4,0.7888597421974508,False,False,0
0,ari_generalizability_1se,3,5,0.762828214462748,False,False,0
0,ari_generalizability_1se,3,6,0.5102103351390478,False,False,0
0,ari_generalizability_1se,3,7,0.5341631985226248,False,False,0
0,consensus_pac_stability,3,2,0.9572745490981964,False,False,0
0,consensus_pac_stability,3,3,1.0,True,True,0
0,consensus_pac_stability,3,4,0.8430861723446894,False,False,0
0,consensus_pac_stability,3,5,0.8491543086172345,False,False,0
0,consensus_pac_stability,3,6,0.7088577154308617,False,False,0
0,consensus_pac_stability,3,7,0.7299158316633266,False,False,0
0,silhouette,3,2,0.42408780722117567,False,False,0
0,silhouette,3,3,0.5618359488893436,True,True,0
0,silhouette,3,4,0.45434374422261065,False,False,0
0,silhouette,3,5,0.43173829986343876,False,False,0
0,silhouette,3,6,0.3543663271009353,False,False,0
0,silhouette,3,7,0.38670154558358705,False,False,0
0,gap,3,2,0.3922057949743465,False,False,0
0,gap,3,3,0.7414677170243182,False,True,0
0,gap,3,4,0.78663048360532,False,False,0
0,gap,3,5,0.8283038052060974,False,False,0
0,gap,3,6,0.7958546314576269,False,False,0
0,gap,3,7,1.0328467683410762,True,False,0
0,ari_stability,4,2,0.8154767268244862,False,False,0
0,ari_stability,4,3,1.0,True,False,0
0,ari_stability,4,4,1.0,False,True,0
0,ari_stability,4,5,0.9371606598635017,False,False,0
0,ari_stability,4,6,0.8549455682089585,False,False,0
0,ari_stability,4,7,0.7839259827558314,False,False,0
0,ari_generalizability,4,2,0.7052256462673522,False,False,0
0,ari_generalizability,4,3,0.9942375907862252,False,False,0
0,ari_generalizability,4,4,1.0,True,True,0
0,ari_generalizability,4,5,0.8766915123389323,False,False,0
0,ari_generalizability,4,6,0.7558594960839875,False,False,0
0,ari_generalizability,4,7,0.7057404218225564,False,False,0
0,ari_stability_1se,4,2,0.8154767268244862,False,False,0
0,ari_stability_1se,4,3,1.0,False,False,0
0,ari_stability_1se,4,4,1.0,True,True,0
0,ari_stability_1se,4,5,0.9371606598635017,False,False,0
0,ari_stability_1se,4,6,0.8549455682089585,False,False,0
0,ari_stability_1se,4,7,0.7839259827558314,False,False,0
0,ari_generalizability_1se,4,2,0.7052256462673522,False,False,0
